order_count,total_spent,last_month_expenditure,coupon_used,preferred_category,payment_method,location_type,rating_last_purchase,churned
18,20571,7462,Yes,Groceries,COD,Tier 1,3,0
6,7033,1761,Yes,Electronics,UPI,Tier 1,2,0
19,19678,3402,Yes,Books,Wallet,Tier 1,2,0
9,9320,1177,Yes,Books,Credit Card,Tier 1,3,0
7,7159,1426,No,Apparel,COD,Tier 2,2,0
6,15038,1632,No,Food,UPI,Tier 3,3,1
7,2843,598,No,Groceries,UPI,Tier 2,4,0
12,19486,0,Yes,Apparel,Wallet,Tier 2,5,0
2,1003,292,No,Apparel,UPI,Tier 1,5,1
18,24307,1511,Yes,Electronics,Credit Card,Tier 2,2,0
19,9444,3010,No,Groceries,UPI,Tier 2,5,0
2,17717,956,Yes,Books,COD,Tier 3,4,0
13,1410,199,Yes,Apparel,Wallet,Tier 1,4,0
9,21172,5996,Yes,Groceries,Wallet,Tier 1,1,0
12,17406,838,No,Books,Wallet,Tier 3,1,0
17,5247,0,Yes,Electronics,Wallet,Tier 1,4,0
17,12585,0,Yes,Apparel,COD,Tier 1,4,0
5,16156,0,No,Books,Credit Card,Tier 3,3,0
16,4090,612,Yes,Apparel,Credit Card,Tier 2,2,1
7,2228,544,No,Electronics,UPI,Tier 2,2,1
6,7380,0,Yes,Electronics,COD,Tier 1,1,1
11,10414,3103,Yes,Books,Credit Card,Tier 3,3,0
20,6135,0,No,Apparel,COD,Tier 2,5,0
17,23928,5202,No,Electronics,Credit Card,Tier 1,5,0
18,5601,444,Yes,Electronics,COD,Tier 1,2,0
13,8740,2011,No,Books,Wallet,Tier 2,2,0
2,6059,0,No,Apparel,Wallet,Tier 3,1,1
15,22217,6115,Yes,Food,UPI,Tier 1,3,0
19,14671,5807,Yes,Groceries,UPI,Tier 2,3,0
7,9785,0,Yes,Electronics,COD,Tier 2,1,0
18,2354,369,No,Electronics,COD,Tier 1,2,1
2,19267,0,No,Apparel,Credit Card,Tier 1,5,1
14,2183,300,No,Books,COD,Tier 3,4,0
6,19156,0,No,Books,Wallet,Tier 2,3,0
7,18121,5744,No,Apparel,Wallet,Tier 1,3,0
13,14728,0,Yes,Groceries,COD,Tier 2,1,0
12,19159,6989,No,Apparel,COD,Tier 1,1,1
8,17350,4203,No,Electronics,Credit Card,Tier 3,1,0
12,24053,0,No,Apparel,Wallet,Tier 1,2,0
18,8136,771,No,Food,Wallet,Tier 3,5,0
6,8031,749,No,Apparel,COD,Tier 3,4,0
16,11955,3604,No,Apparel,COD,Tier 2,4,0
12,5352,0,Yes,Books,COD,Tier 3,2,1
20,17126,0,Yes,Electronics,UPI,Tier 2,4,0
8,6008,0,No,Food,COD,Tier 1,4,0
7,12114,4569,Yes,Apparel,Credit Card,Tier 2,4,0
18,4159,1324,No,Groceries,Credit Card,Tier 3,3,0
13,13681,0,Yes,Food,Wallet,Tier 1,2,1
6,20987,0,Yes,Electronics,UPI,Tier 1,5,0
2,2554,966,Yes,Books,UPI,Tier 1,5,0
9,15214,4901,Yes,Electronics,UPI,Tier 2,5,0
18,7062,0,Yes,Books,Credit Card,Tier 3,4,0
5,22262,8717,Yes,Electronics,COD,Tier 1,3,0
14,24421,0,Yes,Apparel,COD,Tier 2,2,0
11,16487,0,Yes,Books,Credit Card,Tier 3,2,0
10,3315,0,Yes,Books,Credit Card,Tier 1,3,1
6,14142,0,Yes,Groceries,COD,Tier 2,3,1
3,18944,691,No,Electronics,UPI,Tier 3,3,1
3,1177,0,Yes,Apparel,COD,Tier 2,2,1
14,15902,4425,Yes,Books,Wallet,Tier 1,2,1
10,21878,1008,No,Electronics,UPI,Tier 1,3,0
14,9329,1164,Yes,Food,Credit Card,Tier 2,4,0
10,20835,0,Yes,Apparel,Credit Card,Tier 2,1,0
13,6086,0,Yes,Groceries,Wallet,Tier 1,2,0
11,13238,0,Yes,Groceries,COD,Tier 3,4,0
3,16986,5393,Yes,Electronics,COD,Tier 3,5,1
1,12198,0,No,Apparel,COD,Tier 2,4,0
17,6088,699,Yes,Electronics,COD,Tier 2,1,0
10,4689,0,Yes,Electronics,Credit Card,Tier 2,2,0
2,23138,0,No,Groceries,Credit Card,Tier 1,5,0
19,4637,1156,No,Electronics,COD,Tier 1,4,0
13,11457,3364,No,Electronics,UPI,Tier 2,1,0
17,8707,894,Yes,Books,UPI,Tier 3,4,0
7,6980,0,No,Apparel,COD,Tier 2,2,1
4,14510,1692,Yes,Groceries,Credit Card,Tier 2,2,1
16,8356,704,Yes,Apparel,UPI,Tier 2,2,1
7,1378,498,Yes,Food,Credit Card,Tier 3,5,0
7,21889,0,Yes,Apparel,COD,Tier 2,5,0
20,3624,798,Yes,Apparel,UPI,Tier 2,4,0
8,9052,954,Yes,Electronics,COD,Tier 2,5,0
4,12239,4342,No,Books,COD,Tier 3,1,0
7,13120,275,Yes,Food,Credit Card,Tier 3,4,1
20,20921,453,No,Apparel,Credit Card,Tier 2,2,0
10,8295,809,No,Electronics,COD,Tier 3,3,0
17,7211,0,No,Groceries,COD,Tier 2,1,0
10,23876,6891,No,Electronics,COD,Tier 3,2,1
4,13345,5100,Yes,Electronics,COD,Tier 2,2,1
13,11264,1502,Yes,Food,Credit Card,Tier 3,5,0
14,24980,8290,No,Apparel,COD,Tier 2,1,0
16,3759,1382,Yes,Groceries,COD,Tier 3,3,0
18,1934,652,Yes,Apparel,Credit Card,Tier 1,1,0
14,14007,3189,Yes,Food,Wallet,Tier 3,4,0
15,20284,689,Yes,Books,Wallet,Tier 1,2,1
14,21495,5406,No,Books,Wallet,Tier 3,3,1
15,20705,1063,No,Books,UPI,Tier 1,5,0
7,9580,0,Yes,Apparel,Credit Card,Tier 2,1,1
20,16781,0,Yes,Books,UPI,Tier 1,4,0
9,16577,577,Yes,Electronics,UPI,Tier 3,5,0
14,1185,29,Yes,Apparel,Wallet,Tier 3,5,0
7,5585,1127,Yes,Food,COD,Tier 3,3,0
20,16241,6442,No,Apparel,COD,Tier 1,3,0
4,14887,709,Yes,Books,UPI,Tier 2,1,0
8,12771,721,No,Groceries,UPI,Tier 1,3,0
1,7539,0,No,Electronics,Credit Card,Tier 2,4,0
9,19496,0,No,Groceries,Credit Card,Tier 3,4,0
19,16262,5648,Yes,Food,COD,Tier 2,4,0
19,19907,5782,No,Apparel,Wallet,Tier 1,5,0
19,15330,0,No,Electronics,UPI,Tier 1,1,0
20,6872,0,Yes,Books,Credit Card,Tier 1,5,0
17,9090,1524,No,Food,UPI,Tier 3,3,1
15,23784,0,No,Apparel,COD,Tier 3,5,0
20,6023,271,Yes,Apparel,COD,Tier 1,4,0
19,2965,718,Yes,Apparel,Wallet,Tier 1,5,0
15,8448,1830,Yes,Apparel,UPI,Tier 2,4,0
15,5335,0,No,Apparel,Credit Card,Tier 1,2,1
11,1319,175,Yes,Apparel,UPI,Tier 2,1,1
5,8201,1272,No,Apparel,COD,Tier 2,4,0
4,12629,3607,No,Books,COD,Tier 1,5,0
19,17573,2810,Yes,Apparel,COD,Tier 1,1,1
8,10826,217,Yes,Apparel,Credit Card,Tier 1,2,0
15,22525,0,Yes,Electronics,COD,Tier 1,4,0
1,11468,0,Yes,Electronics,Credit Card,Tier 2,2,1
5,15530,3805,Yes,Apparel,Credit Card,Tier 3,4,0
1,10947,0,No,Books,UPI,Tier 1,2,0
4,20110,7034,No,Books,Wallet,Tier 2,1,1
14,16960,5654,No,Books,Credit Card,Tier 3,4,0
6,22458,0,Yes,Books,Credit Card,Tier 1,4,0
14,20596,3432,Yes,Electronics,COD,Tier 1,4,0
6,23052,8236,No,Apparel,Credit Card,Tier 2,5,0
6,21352,6149,Yes,Apparel,COD,Tier 2,3,0
1,13105,3514,No,Groceries,COD,Tier 3,3,1
8,22902,0,Yes,Books,UPI,Tier 2,4,1
6,17781,1034,Yes,Books,Credit Card,Tier 1,1,1
6,4880,668,Yes,Electronics,COD,Tier 1,2,1
11,15315,0,Yes,Groceries,COD,Tier 1,2,0
16,20110,0,No,Apparel,COD,Tier 1,1,0
15,12043,2645,No,Books,Wallet,Tier 2,5,0
16,11168,0,Yes,Groceries,COD,Tier 1,5,0
18,8214,0,Yes,Groceries,Wallet,Tier 2,2,0
19,8666,2191,Yes,Electronics,Credit Card,Tier 2,4,0
16,14310,4874,Yes,Food,UPI,Tier 2,3,0
11,17898,0,Yes,Electronics,UPI,Tier 1,3,0
18,3126,1029,Yes,Books,COD,Tier 3,4,0
13,7407,0,Yes,Books,Wallet,Tier 1,5,1
20,20248,6527,Yes,Apparel,Wallet,Tier 1,3,0
3,11612,0,Yes,Apparel,Credit Card,Tier 1,1,0
11,14865,3206,No,Electronics,UPI,Tier 1,3,0
3,9422,0,No,Electronics,COD,Tier 2,1,1
19,8293,913,No,Electronics,Credit Card,Tier 2,5,0
12,10668,902,Yes,Books,COD,Tier 2,1,0
15,5863,2110,Yes,Groceries,Credit Card,Tier 2,5,0
4,20573,1038,No,Groceries,COD,Tier 1,3,0
5,4296,0,No,Apparel,COD,Tier 1,1,1
17,21190,8351,Yes,Apparel,COD,Tier 1,3,0
20,21694,0,Yes,Electronics,COD,Tier 1,3,1
17,9598,3172,Yes,Electronics,COD,Tier 2,3,0
12,16768,4817,No,Food,COD,Tier 1,3,0
9,7326,561,No,Electronics,COD,Tier 2,5,0
5,5518,632,Yes,Books,COD,Tier 2,4,0
19,4541,1346,No,Apparel,UPI,Tier 3,2,0
1,19013,0,No,Food,Credit Card,Tier 1,5,1
15,7366,0,No,Apparel,Wallet,Tier 3,4,1
18,13845,2045,Yes,Books,UPI,Tier 2,2,1
10,1486,0,No,Groceries,Credit Card,Tier 1,2,1
8,10914,463,Yes,Apparel,Wallet,Tier 2,1,1
18,13417,4633,No,Electronics,Credit Card,Tier 1,4,0
18,9676,1224,Yes,Books,COD,Tier 1,3,0
8,11238,0,Yes,Books,UPI,Tier 1,3,0
15,1446,0,Yes,Electronics,COD,Tier 3,2,0
12,1054,0,Yes,Apparel,COD,Tier 2,5,0
12,19138,2012,Yes,Apparel,Wallet,Tier 3,2,0
5,15125,3642,Yes,Books,COD,Tier 1,4,0
6,24268,0,Yes,Apparel,Credit Card,Tier 2,2,1
8,16071,0,Yes,Food,COD,Tier 2,3,0
17,17638,771,No,Apparel,COD,Tier 2,3,1
12,14616,0,Yes,Books,Wallet,Tier 2,4,0
9,3837,0,Yes,Electronics,UPI,Tier 1,4,0
9,7886,0,Yes,Books,COD,Tier 1,1,1
5,21177,0,Yes,Books,UPI,Tier 1,1,0
11,17843,3330,No,Electronics,Credit Card,Tier 2,5,0
14,7735,1007,Yes,Electronics,Credit Card,Tier 3,4,0
1,22533,0,Yes,Apparel,COD,Tier 2,4,1
5,1344,327,No,Apparel,COD,Tier 1,4,1
9,19224,0,Yes,Apparel,COD,Tier 2,4,1
7,14080,0,No,Books,COD,Tier 1,2,0
9,6880,1105,Yes,Groceries,Credit Card,Tier 3,4,0
18,23880,0,Yes,Electronics,Credit Card,Tier 2,4,1
9,1703,430,No,Apparel,UPI,Tier 2,4,0
9,8235,2286,Yes,Electronics,COD,Tier 3,4,0
7,519,135,Yes,Groceries,Credit Card,Tier 1,3,0
1,16833,3876,Yes,Electronics,COD,Tier 3,2,1
5,5726,834,Yes,Electronics,Credit Card,Tier 1,1,0
11,6970,0,Yes,Groceries,COD,Tier 2,4,0
14,23885,1748,Yes,Electronics,COD,Tier 1,3,0
16,12112,0,Yes,Books,UPI,Tier 1,1,0
19,13646,0,Yes,Apparel,UPI,Tier 1,1,0
6,21366,0,Yes,Apparel,COD,Tier 1,1,1
1,6194,0,Yes,Apparel,COD,Tier 2,3,1
14,17482,3235,Yes,Books,Credit Card,Tier 2,3,0
16,23584,5826,Yes,Apparel,Credit Card,Tier 2,5,0
7,12146,398,No,Electronics,COD,Tier 2,5,1
2,5884,1017,Yes,Food,COD,Tier 2,2,1
20,20522,0,Yes,Books,COD,Tier 3,5,0
13,10331,665,No,Groceries,UPI,Tier 1,1,0
19,18788,0,Yes,Groceries,UPI,Tier 1,5,1
3,3924,0,Yes,Books,COD,Tier 2,5,1
8,14367,0,Yes,Electronics,COD,Tier 2,4,0
5,10952,2875,Yes,Apparel,COD,Tier 2,1,0
9,688,0,Yes,Electronics,Wallet,Tier 2,3,0
10,16083,2278,Yes,Apparel,UPI,Tier 2,5,0
5,5733,0,Yes,Books,UPI,Tier 1,5,1
8,12471,895,Yes,Groceries,Wallet,Tier 2,4,1
3,15760,0,Yes,Groceries,COD,Tier 2,4,0
20,22189,2365,No,Apparel,COD,Tier 3,4,0
2,1971,167,No,Electronics,Wallet,Tier 3,5,0
8,2892,361,No,Groceries,UPI,Tier 2,5,0
18,19473,4269,Yes,Apparel,COD,Tier 2,1,0
14,24046,6747,Yes,Food,COD,Tier 2,1,0
6,14426,4283,No,Books,COD,Tier 1,4,0
8,21212,0,Yes,Books,COD,Tier 3,4,0
20,4930,150,Yes,Books,COD,Tier 3,4,0
4,21925,3612,Yes,Apparel,COD,Tier 1,2,1
2,24485,3126,No,Books,UPI,Tier 3,1,1
11,13625,0,Yes,Books,COD,Tier 1,1,0
3,13733,0,Yes,Groceries,Wallet,Tier 1,3,0
7,13605,0,Yes,Food,UPI,Tier 2,2,0
1,5045,0,No,Books,COD,Tier 3,1,1
15,2309,847,Yes,Apparel,Credit Card,Tier 3,5,1
20,2630,0,No,Apparel,COD,Tier 3,1,1
5,14507,0,Yes,Books,Wallet,Tier 3,2,0
20,12382,0,Yes,Electronics,COD,Tier 3,4,0
2,10636,300,Yes,Books,Wallet,Tier 1,5,0
9,24830,0,Yes,Food,Wallet,Tier 1,1,1
10,9710,3083,No,Apparel,UPI,Tier 1,5,0
4,23057,0,Yes,Apparel,UPI,Tier 1,3,0
7,6029,974,Yes,Electronics,UPI,Tier 1,5,0
5,17149,0,No,Books,Wallet,Tier 1,5,0
2,23921,6499,Yes,Groceries,COD,Tier 2,4,1
5,22282,0,No,Electronics,Wallet,Tier 2,3,1
2,20706,2162,Yes,Electronics,COD,Tier 3,3,0
20,10967,0,No,Electronics,COD,Tier 3,5,0
5,1223,0,Yes,Electronics,Credit Card,Tier 2,4,1
15,14159,707,Yes,Groceries,Credit Card,Tier 2,1,0
6,20382,0,No,Apparel,UPI,Tier 1,2,1
20,23553,0,Yes,Apparel,UPI,Tier 2,5,0
11,5635,1622,Yes,Electronics,COD,Tier 2,5,0
18,1378,375,No,Books,Wallet,Tier 3,2,1
8,5609,0,No,Groceries,UPI,Tier 1,1,1
6,8263,2945,Yes,Books,UPI,Tier 2,5,0
17,13317,3215,No,Electronics,COD,Tier 3,5,0
3,13174,1109,Yes,Groceries,COD,Tier 3,4,1
20,2306,0,No,Electronics,COD,Tier 1,4,1
5,5150,170,Yes,Books,Credit Card,Tier 1,1,1
2,19664,0,Yes,Books,UPI,Tier 3,3,1
13,21341,0,Yes,Books,Wallet,Tier 3,1,0
10,23622,6448,Yes,Apparel,Credit Card,Tier 1,2,0
9,22619,7749,Yes,Books,COD,Tier 2,4,1
14,20228,4850,No,Food,Credit Card,Tier 1,1,1
1,659,0,Yes,Books,UPI,Tier 3,2,1
6,19897,6067,No,Electronics,Credit Card,Tier 3,4,0
12,2460,0,Yes,Electronics,UPI,Tier 2,2,1
12,4417,976,Yes,Groceries,Wallet,Tier 2,3,0
15,22886,5825,No,Apparel,UPI,Tier 2,2,0
19,1468,123,No,Apparel,Wallet,Tier 3,4,1
8,17135,6347,Yes,Electronics,COD,Tier 2,5,0
14,18379,0,No,Apparel,Wallet,Tier 2,5,0
16,5878,1591,Yes,Electronics,Wallet,Tier 2,4,0
3,4159,1315,Yes,Groceries,COD,Tier 1,1,0
17,16096,0,No,Electronics,Wallet,Tier 2,2,0
4,3036,496,Yes,Groceries,COD,Tier 2,3,0
7,18255,538,Yes,Apparel,UPI,Tier 3,1,1
19,18472,0,Yes,Electronics,COD,Tier 3,3,1
9,3862,1453,Yes,Groceries,UPI,Tier 1,1,1
19,11289,0,Yes,Apparel,COD,Tier 3,3,0
17,5014,1099,No,Books,UPI,Tier 1,5,0
20,6115,216,Yes,Food,Credit Card,Tier 1,4,0
20,17445,6285,No,Electronics,UPI,Tier 1,4,0
9,23905,0,No,Apparel,UPI,Tier 1,4,0
10,10955,3738,Yes,Electronics,COD,Tier 3,2,1
11,10877,4248,Yes,Electronics,COD,Tier 2,5,0
5,18105,3241,Yes,Electronics,COD,Tier 1,4,0
20,13295,664,Yes,Groceries,Credit Card,Tier 1,3,0
10,7652,0,No,Books,UPI,Tier 1,2,1
3,17691,0,Yes,Groceries,COD,Tier 2,3,1
6,12984,3031,No,Food,COD,Tier 3,1,0
10,13074,2212,No,Groceries,Credit Card,Tier 2,3,0
8,5009,0,Yes,Food,UPI,Tier 1,3,0
11,18295,1184,No,Groceries,COD,Tier 3,4,0
1,12463,1663,Yes,Electronics,COD,Tier 3,2,1
12,12178,2396,Yes,Apparel,UPI,Tier 2,5,0
6,3606,823,Yes,Books,Credit Card,Tier 2,1,0
4,7870,815,Yes,Books,COD,Tier 3,2,1
2,20365,5742,No,Groceries,UPI,Tier 2,1,1
17,8397,2090,No,Groceries,UPI,Tier 2,4,0
4,10282,0,No,Electronics,COD,Tier 1,1,1
18,8165,0,Yes,Electronics,COD,Tier 1,4,0
20,8185,975,Yes,Apparel,COD,Tier 3,5,1
8,22753,4041,Yes,Books,COD,Tier 2,3,0
9,19292,0,No,Books,UPI,Tier 2,2,0
13,20356,0,Yes,Apparel,COD,Tier 1,2,0
2,8692,2004,No,Groceries,COD,Tier 2,4,1
19,10511,0,Yes,Apparel,UPI,Tier 1,3,1
17,10746,2490,No,Groceries,COD,Tier 1,2,1
17,3121,539,Yes,Food,UPI,Tier 3,2,1
16,13268,4596,Yes,Apparel,Credit Card,Tier 1,5,0
9,7888,2720,Yes,Electronics,COD,Tier 1,3,0
3,6956,2084,No,Books,UPI,Tier 2,4,0
7,21708,0,Yes,Books,Credit Card,Tier 1,2,0
14,8891,0,Yes,Electronics,UPI,Tier 1,3,0
14,18975,0,No,Electronics,COD,Tier 1,5,0
10,10607,1416,Yes,Books,Credit Card,Tier 1,5,0
9,17189,0,No,Groceries,Wallet,Tier 3,3,0
9,1708,119,Yes,Books,COD,Tier 2,2,1
15,11463,4066,Yes,Food,UPI,Tier 2,3,0
4,10501,0,Yes,Electronics,Wallet,Tier 3,3,1
18,18312,7080,Yes,Electronics,UPI,Tier 3,1,1
15,7068,0,Yes,Groceries,UPI,Tier 2,2,0
18,12128,375,Yes,Apparel,UPI,Tier 2,4,0
19,958,286,No,Books,COD,Tier 3,3,0
19,4520,523,Yes,Groceries,Wallet,Tier 2,2,1
16,9016,1228,Yes,Apparel,COD,Tier 1,4,0
18,12432,0,Yes,Electronics,COD,Tier 2,2,0
5,6135,1592,Yes,Apparel,UPI,Tier 1,5,0
16,8175,637,Yes,Books,COD,Tier 2,3,1
9,15614,0,Yes,Electronics,UPI,Tier 3,3,1
1,9129,0,No,Apparel,Wallet,Tier 2,2,1
4,10310,0,Yes,Groceries,Wallet,Tier 2,3,0
7,6676,1257,No,Groceries,Wallet,Tier 2,2,0
11,24538,7923,Yes,Books,UPI,Tier 3,2,0
13,834,303,No,Books,Wallet,Tier 1,3,0
13,3663,423,No,Electronics,COD,Tier 1,5,0
1,8595,2501,Yes,Food,Credit Card,Tier 2,2,1
5,5837,1720,No,Apparel,UPI,Tier 1,2,1
6,13638,4575,Yes,Electronics,COD,Tier 2,1,0
17,2378,74,Yes,Books,COD,Tier 3,4,0
13,12190,1544,No,Books,COD,Tier 3,3,0
7,5840,427,Yes,Apparel,UPI,Tier 2,1,1
10,14497,1828,Yes,Groceries,Credit Card,Tier 2,3,0
19,17049,2357,Yes,Apparel,UPI,Tier 2,1,0
9,13740,0,Yes,Food,Wallet,Tier 2,5,0
18,21405,0,No,Electronics,COD,Tier 3,2,1
11,10726,2812,Yes,Apparel,UPI,Tier 3,3,0
20,14582,0,Yes,Electronics,Wallet,Tier 3,1,1
16,15337,0,Yes,Apparel,Credit Card,Tier 2,5,0
6,2969,867,Yes,Food,COD,Tier 3,2,1
13,1587,191,No,Apparel,COD,Tier 2,5,0
6,21841,4315,Yes,Electronics,COD,Tier 2,4,0
17,13107,3423,Yes,Books,COD,Tier 1,3,0
9,7585,1959,No,Books,Credit Card,Tier 2,4,0
19,15140,3428,No,Electronics,COD,Tier 2,5,1
16,9032,1229,Yes,Electronics,UPI,Tier 2,3,0
12,5950,207,No,Groceries,Credit Card,Tier 3,2,1
16,24915,2425,Yes,Electronics,UPI,Tier 3,4,0
9,19040,999,Yes,Books,Wallet,Tier 3,4,0
13,20801,881,No,Groceries,COD,Tier 1,5,0
12,14934,5397,No,Books,Wallet,Tier 2,2,1
3,10443,0,No,Electronics,UPI,Tier 2,3,0
16,21465,2063,No,Books,Wallet,Tier 2,2,0
3,8013,0,No,Apparel,COD,Tier 1,5,0
9,13376,1070,Yes,Apparel,Credit Card,Tier 1,5,0
13,3147,762,Yes,Electronics,COD,Tier 3,5,0
16,20697,6057,Yes,Apparel,COD,Tier 2,2,0
12,23493,7413,Yes,Apparel,UPI,Tier 3,2,0
11,12677,0,Yes,Books,COD,Tier 3,1,1
1,8662,0,Yes,Apparel,COD,Tier 2,4,0
18,2890,603,No,Electronics,UPI,Tier 1,5,0
7,23914,9560,No,Apparel,Credit Card,Tier 3,1,1
7,7924,2181,No,Electronics,UPI,Tier 1,5,0
6,12456,1103,No,Books,COD,Tier 3,2,1
6,24294,0,No,Groceries,UPI,Tier 3,2,1
9,7370,628,No,Groceries,COD,Tier 1,1,0
13,18081,6709,Yes,Electronics,COD,Tier 2,1,1
2,5720,810,No,Groceries,COD,Tier 3,2,1
8,21194,0,Yes,Books,COD,Tier 3,3,0
9,22883,799,No,Books,COD,Tier 2,2,1
9,16003,6318,No,Groceries,COD,Tier 1,3,0
12,9095,0,Yes,Apparel,UPI,Tier 3,5,1
15,19709,0,No,Books,Credit Card,Tier 1,4,1
2,13673,2423,Yes,Apparel,Credit Card,Tier 2,4,1
12,8866,2940,Yes,Electronics,Wallet,Tier 2,5,0
16,19895,0,Yes,Groceries,COD,Tier 2,1,0
18,5598,0,Yes,Apparel,COD,Tier 2,2,1
2,24439,0,Yes,Apparel,COD,Tier 2,5,1
20,10669,0,Yes,Electronics,Wallet,Tier 3,4,0
3,4436,0,Yes,Books,Credit Card,Tier 2,5,0
16,15844,0,Yes,Electronics,COD,Tier 3,5,1
13,23673,0,No,Apparel,Wallet,Tier 2,4,0
12,7672,2884,Yes,Books,Credit Card,Tier 3,3,0
3,1042,189,Yes,Groceries,COD,Tier 1,2,1
16,15979,4865,Yes,Books,COD,Tier 2,1,0
1,23207,0,No,Apparel,UPI,Tier 2,3,0
8,9356,1547,Yes,Food,UPI,Tier 2,5,0
9,19992,2547,Yes,Electronics,Wallet,Tier 3,4,0
6,10210,0,No,Groceries,COD,Tier 1,1,0
10,6834,2296,No,Books,Credit Card,Tier 2,1,1
3,3220,0,Yes,Books,COD,Tier 3,4,0
7,6869,0,Yes,Groceries,UPI,Tier 2,4,0
17,20420,0,Yes,Books,Credit Card,Tier 2,5,0
2,16029,5857,No,Apparel,Credit Card,Tier 2,4,1
5,10636,2823,No,Apparel,Credit Card,Tier 3,3,1
13,1988,0,Yes,Groceries,COD,Tier 2,4,1
13,24507,0,No,Apparel,UPI,Tier 1,1,1
15,16677,3634,No,Apparel,UPI,Tier 2,3,0
5,10376,1473,Yes,Electronics,COD,Tier 2,3,0
16,21104,1149,Yes,Groceries,UPI,Tier 1,3,0
18,19598,2990,No,Apparel,UPI,Tier 1,3,0
18,10444,3663,Yes,Apparel,COD,Tier 3,2,1
14,6260,0,Yes,Electronics,COD,Tier 1,1,0
7,6453,2552,No,Apparel,Credit Card,Tier 3,5,1
8,19186,1071,Yes,Electronics,UPI,Tier 1,1,1
11,23270,0,Yes,Books,Wallet,Tier 1,4,0
10,13439,1229,No,Electronics,UPI,Tier 1,5,0
18,2642,0,Yes,Apparel,COD,Tier 2,5,1
16,11346,4202,Yes,Groceries,Credit Card,Tier 1,2,1
19,6524,852,Yes,Apparel,Credit Card,Tier 3,5,0
14,23131,7437,No,Electronics,Credit Card,Tier 2,5,0
19,18820,0,Yes,Apparel,Wallet,Tier 1,5,0
5,16521,0,No,Food,Wallet,Tier 3,5,0
12,5281,871,Yes,Electronics,UPI,Tier 1,2,0
4,16355,0,No,Apparel,COD,Tier 2,5,1
5,22380,1581,Yes,Apparel,COD,Tier 1,5,0
13,739,0,Yes,Books,COD,Tier 2,1,0
2,18990,3315,Yes,Groceries,COD,Tier 1,2,0
8,12651,3104,Yes,Groceries,UPI,Tier 2,2,0
15,22778,0,Yes,Electronics,COD,Tier 3,1,1
1,21935,7800,Yes,Apparel,COD,Tier 1,3,0
13,20313,1653,Yes,Electronics,COD,Tier 1,1,1
1,7014,0,No,Groceries,UPI,Tier 1,4,1
6,1529,167,No,Electronics,Credit Card,Tier 1,1,1
8,874,0,Yes,Apparel,COD,Tier 1,1,1
4,6449,218,Yes,Electronics,UPI,Tier 2,4,1
2,13064,4443,No,Apparel,Wallet,Tier 1,1,0
16,12541,422,Yes,Apparel,Wallet,Tier 2,1,0
16,9627,3429,Yes,Electronics,COD,Tier 2,1,0
17,19819,0,Yes,Books,Wallet,Tier 1,1,0
6,2867,0,No,Groceries,Wallet,Tier 1,2,1
4,5097,1118,No,Apparel,Credit Card,Tier 1,4,1
9,24697,4450,No,Apparel,COD,Tier 1,4,0
20,19186,0,Yes,Food,UPI,Tier 1,4,0
8,10582,0,No,Food,Credit Card,Tier 1,1,1
3,15486,4403,Yes,Groceries,COD,Tier 2,2,1
3,9320,1789,Yes,Groceries,COD,Tier 2,5,0
1,13607,0,Yes,Electronics,COD,Tier 2,3,1
15,10533,2798,Yes,Apparel,Credit Card,Tier 2,1,1
11,2543,191,No,Apparel,Wallet,Tier 1,5,0
12,5940,0,Yes,Apparel,COD,Tier 3,4,0
10,11774,448,Yes,Food,COD,Tier 2,3,0
10,10226,1351,Yes,Electronics,Wallet,Tier 1,5,0
19,2089,449,No,Books,COD,Tier 1,1,1
15,18340,6660,No,Apparel,COD,Tier 1,4,0
18,19751,5508,Yes,Apparel,COD,Tier 1,2,0
19,15174,0,Yes,Food,Wallet,Tier 1,5,0
13,24851,0,No,Apparel,Credit Card,Tier 2,3,0
10,2716,408,Yes,Apparel,COD,Tier 2,5,0
8,15333,2742,Yes,Groceries,UPI,Tier 2,3,0
7,7921,1338,Yes,Apparel,UPI,Tier 2,2,1
4,23524,0,Yes,Books,Wallet,Tier 2,2,0
13,10140,1339,Yes,Electronics,UPI,Tier 2,4,0
15,21300,0,No,Groceries,COD,Tier 2,1,0
9,16515,6434,Yes,Books,COD,Tier 2,1,1
2,13776,0,Yes,Electronics,Wallet,Tier 1,3,1
3,6570,0,Yes,Electronics,Credit Card,Tier 1,1,0
6,5217,0,Yes,Groceries,COD,Tier 3,4,1
8,12472,3041,Yes,Apparel,Wallet,Tier 3,5,0
17,5314,0,Yes,Books,UPI,Tier 1,2,0
3,7318,1075,Yes,Groceries,COD,Tier 1,2,1
3,24980,9268,No,Books,COD,Tier 3,2,1
10,19980,3720,No,Food,Credit Card,Tier 1,3,0
15,12970,3897,No,Books,COD,Tier 2,4,0
16,17489,0,No,Books,UPI,Tier 3,4,0
9,22679,0,No,Books,Credit Card,Tier 2,2,0
1,16697,2985,Yes,Apparel,Credit Card,Tier 3,3,0
13,19193,5457,Yes,Food,COD,Tier 1,4,0
14,6889,0,Yes,Apparel,UPI,Tier 2,5,0
9,17729,0,No,Food,Wallet,Tier 2,1,0
13,6800,2357,Yes,Apparel,Credit Card,Tier 1,3,0
12,23798,8786,Yes,Electronics,UPI,Tier 2,1,0
